agcnum,radeg,decdeg,distMpc,Vcmb,logL_V,logMH,gas2L_V,AbsMag_i,logL_i,gas2L_i
  5453,151.7800, 15.984, 13.0, 1164., 8.19, 7.94,-0.2512,-16.19, 8.3087,-0.3687
  5454,151.7958, 12.651, 42.6, 3123., 9.00, 9.31, 0.3093,-17.79, 8.9485, 0.3615
  5456,151.8321, 10.362,  7.0,  873., 8.38, 7.94,-0.4446,-16.20, 8.3109,-0.3709
  5458,151.8654, 12.274, 43.0, 3151., 9.79, 8.96,-0.8329,-19.87, 9.7819,-0.8219
202043,151.8883, 13.107, 41.9, 3071., 8.57, 8.89, 0.3204,-16.67, 8.5017, 0.3883
205113,151.9288, 12.370, 42.9, 3139., 7.88, 8.47, 0.5904,-15.12, 7.8805, 0.5895
200099,151.9875, 13.227, 42.2, 3090., 9.07, 9.20, 0.1277,-17.81, 8.9548, 0.2452
205076,152.3225,  5.404, 26.8, 2047., 8.45, 8.27,-0.1829,-16.46, 8.4157,-0.1457
202731,152.6413, 12.594, 42.7, 3126., 8.30, 8.20,-0.1035,-16.15, 8.2932,-0.0932
721972,152.8175, 24.066, 22.1, 1659., 7.65, 7.73, 0.0824,-14.37, 7.5783, 0.1517
  5504,153.2042,  7.103, 24.7, 1890., 8.66, 8.80, 0.1419,-16.85, 8.5740, 0.2260
  5505,153.2100, 12.667, 32.7, 3146., 9.86, 9.66,-0.1974,-20.00, 9.8312,-0.1712
  5522,153.4958,  7.023, 37.5, 1564., 9.55,10.11, 0.5559,-19.26, 9.5365, 0.5735
201993,153.9975,  6.804, 25.8, 1967., 7.35, 8.41, 1.0622,-12.85, 6.9730, 1.4370
  5551,154.2992,  4.331, 21.7, 1695., 6.56, 8.75, 2.1879,-11.56, 6.4551, 2.2949
208392,154.5154,  4.311, 21.3, 1673., 7.13, 7.77, 0.6444,-12.90, 6.9923, 0.7777
  5588,155.2379, 25.365, 21.1, 1590., 9.16, 8.54,-0.6166,-18.42, 9.2004,-0.6604
202240,155.3342, 12.177, 43.3, 3176., 8.89, 8.83,-0.0636,-17.60, 8.8719,-0.0419
202242,155.9142, 12.624, 41.7, 3063., 8.37, 8.06,-0.3087,-16.50, 8.4326,-0.3726
731448,155.9375, 27.111,  7.5,  837., 7.29, 7.10,-0.1896,-13.53, 7.2450,-0.1450
731449,156.0583, 24.432, 20.3, 1537., 7.67, 7.79, 0.1216,-14.43, 7.6031, 0.1869
200970,156.1550, 11.908, 37.5, 2773., 8.69, 8.98, 0.2916,-17.05, 8.6512, 0.3288
  5633,156.1667, 14.756, 22.6, 1716., 8.94, 9.35, 0.4125,-17.64, 8.8888, 0.4612
  5642,156.4233, 11.739, 31.6, 2690., 9.41, 9.16,-0.2536,-19.00, 9.4304,-0.2704
203913,156.4433,  5.654, 18.8, 1507., 8.16, 8.41, 0.2544,-15.64, 8.0884, 0.3216
  5646,156.4708, 14.363, 22.4, 1704., 9.36, 9.12,-0.2366,-18.74, 9.3274,-0.2074
  5661,156.6742,  3.862, 35.5, 2504., 9.88, 9.84,-0.0419,-20.05, 9.8529,-0.0129
202243,156.6742, 11.898, 35.3, 2624., 8.24, 8.78, 0.5352,-15.95, 8.2131, 0.5669
205090,156.8062, 24.162, 20.0, 1512., 7.96, 8.48, 0.5199,-15.16, 7.8941, 0.5859
731452,156.9229, 24.271, 20.3, 1534., 8.45, 8.44,-0.0104,-16.52, 8.4381, 0.0019
208295,157.1133,  8.174, 24.1, 1840., 7.44, 8.19, 0.7494,-13.77, 7.3401, 0.8499
208394,157.1825,  4.734, 19.2, 1535., 6.86, 7.69, 0.8294,-12.51, 6.8372, 0.8528
200426,157.2004,  4.235, 33.3, 2513., 8.74, 8.87, 0.1331,-17.06, 8.6556, 0.2144
749314,157.2083, 27.008, 31.4, 2310., 7.85, 8.20, 0.3456,-14.75, 7.7327, 0.4673
202218,157.2325,  9.863, 19.6, 1536., 8.24, 7.75,-0.4855,-16.03, 8.2450,-0.4950
731454,157.2442, 25.287, 20.7, 1558., 7.84, 7.31,-0.5337,-14.94, 7.8092,-0.4992
749315,157.2767, 26.911,  9.2,  945., 6.40, 6.83, 0.4335,-11.24, 6.3288, 0.5012
749316,157.5400, 27.389, 21.7, 1620., 7.45, 7.69, 0.2357,-13.92, 7.4001, 0.2899
203709,157.6846,  6.125,  8.2,  993., 7.39, 7.25,-0.1370,-13.85, 7.3722,-0.1222
739497,157.7071, 23.965, 21.7, 1628., 8.49, 7.76,-0.7250,-16.67, 8.4986,-0.7386
205156,157.7204, 12.447, 11.1, 1256., 6.69, 6.97, 0.2790,-12.33, 6.7624, 0.2076
  5708,157.8050,  4.472, 19.1, 1531., 8.87, 9.47, 0.5951,-16.77, 8.5396, 0.9304
  5716,157.9308, 25.308, 21.1, 1582., 8.24, 9.11, 0.8656,-15.79, 8.1487, 0.9613
202244,157.9200, 13.834, 21.3, 1627., 8.30, 8.34, 0.0411,-16.05, 8.2526, 0.0874
202015,157.9754, 12.927, 43.1, 3168., 6.96, 8.28, 1.3191,-12.69, 6.9074, 1.3726
731457,157.9825, 28.026,  6.1,  750., 6.96, 6.74,-0.2189,-12.41, 6.7957,-0.0557
204139,158.0054,  4.346, 18.7, 1503., 7.41, 7.58, 0.1654,-14.11, 7.4750, 0.1050
  5721,158.0717, 27.669,  6.5,  839., 8.45, 8.70, 0.2485,-16.47, 8.4192, 0.2808
202016,158.3300, 10.189, 23.3, 1780., 6.89, 7.90, 1.0117,-12.53, 6.8441, 1.0559
205161,158.5233, 15.780, 20.3, 1553., 7.60, 8.03, 0.4349,-14.21, 7.5167, 0.5133
  5741,158.6783, 11.197, 31.6, 1734.,10.33, 9.00,-1.3326,-21.22,10.3182,-1.3182
202248,158.7337, 11.492, 11.1, 1522., 7.24, 7.29, 0.0517,-13.32, 7.1616, 0.1284
749410,158.8463, 25.190, 22.5, 1675., 6.54, 8.04, 1.4987, -7.63, 4.8852, 3.1548
201524,158.9250, 26.126, 23.0, 1705., 8.92, 8.36,-0.5610,-17.74, 8.9272,-0.5672
202017,158.9538,  8.480, 11.1, 1509., 7.25, 7.79, 0.5380,-13.12, 7.0784, 0.7116
201989,159.0688, 27.538, 22.5, 1668., 7.86, 8.62, 0.7611,-14.09, 7.4699, 1.1501
  5761,159.1000, 12.707, 11.1,  946., 8.42, 8.06,-0.3621,-16.62, 8.4788,-0.4188
205165,159.2700, 15.337, 11.1, 1061., 7.75, 6.94,-0.8133,-15.18, 7.9053,-0.9653
202262,159.3696, 12.396, 22.0, 1673., 6.49, 8.35, 1.8575,-12.21, 6.7175, 1.6325
205224,159.3917, 12.465, 43.2, 3174., 8.80, 8.80, 0.0046,-17.25, 8.7336, 0.0664
200499,159.5333, 10.381, 11.1, 1523., 8.41, 8.42, 0.0122,-16.52, 8.4417,-0.0217
208397,159.7421,  3.874, 10.2, 1121., 5.91, 7.01, 1.1044, -9.70, 5.7134, 1.2966
200512,159.9817, 13.909, 11.1, 1348., 6.15, 6.95, 0.7997,-11.41, 6.3959, 0.5541
208399,160.0446,  4.909,  9.9, 1104., 5.20, 7.39, 2.1905, -7.88, 4.9855, 2.4045
  5812,160.2354, 12.472, 11.1, 1352., 6.38, 7.70, 1.3189,-10.10, 5.8731, 1.8269
205078,160.3587,  7.038, 19.4, 1529., 6.10, 7.58, 1.4769,-10.57, 6.0615, 1.5185
200532,160.5013, 12.335, 11.1, 1116., 7.98, 7.48,-0.4974,-15.28, 7.9459,-0.4659
  5826,160.5317, 13.747, 17.5, 1639., 9.68, 9.92, 0.2364,-19.92, 9.8006, 0.1194
203082,160.6104, 13.957, 17.5, 1618., 7.83, 7.59,-0.2363,-14.71, 7.7175,-0.1275
  5832,160.7025, 13.460, 17.5, 1559., 9.07, 8.65,-0.4206,-18.03, 9.0440,-0.3940
200543,160.7729, 13.512, 17.5, 1598., 7.94, 8.38, 0.4434,-15.11, 7.8770, 0.5030
  5840,160.8792, 24.922,  7.9,  898., 9.20, 9.41, 0.2058,-18.69, 9.3096, 0.1004
  5842,160.9121, 14.871, 17.5, 1597., 9.30, 9.12,-0.1756,-18.84, 9.3661,-0.2461
  5844,160.9829, 28.147, 24.0, 1768., 8.47, 8.43,-0.0420,-16.42, 8.4000, 0.0300
  5850,160.9900, 11.703,  9.3, 1123., 9.53, 9.03,-0.5006,-19.71, 9.7172,-0.6872
203364,161.1888,  7.999, 38.7, 2882., 8.32, 8.69, 0.3720,-16.11, 8.2751, 0.4149
202024,161.2396, 11.916, 11.1, 1217., 6.51, 6.82, 0.3112, -9.10, 5.4703, 1.3497
205270,161.2904, 15.450, 17.5, 1568., 8.01, 7.49,-0.5170,-15.44, 8.0092,-0.5192
  5882,161.6904, 11.820,  9.9, 1239., 9.89, 9.26,-0.6347,-20.59,10.0684,-0.8084
201970,161.7217, 12.744, 11.1,  980., 6.52, 7.27, 0.7519,-10.38, 5.9826, 1.2874
  5889,161.8433, 14.071,  9.3,  915., 7.94, 8.14, 0.1975,-15.38, 7.9836, 0.1564
  5897,161.9229, 11.077, 33.7, 3066., 9.91, 9.55,-0.3605,-20.18, 9.9048,-0.3548
200581,161.9746, 10.898, 42.7, 3147., 9.08, 9.18, 0.1028,-17.99, 9.0268, 0.1532
205192,162.0354, 14.854, 43.5, 3194., 8.61, 8.48,-0.1344,-16.89, 8.5871,-0.1071
  5914,162.1163, 12.533, 21.9, 1646., 7.74, 9.48, 1.7440,-15.07, 7.8590, 1.6210
201105,162.1512, 27.970, 36.4, 2671., 8.49, 8.38,-0.1115,-16.60, 8.4728,-0.0928
200598,162.2367, 12.195, 17.5, 1667., 8.04, 8.53, 0.4937,-15.24, 7.9279, 0.6021
200600,162.2487, 10.835, 17.5, 2288., 8.19, 8.02,-0.1652,-15.82, 8.1590,-0.1390
  5923,162.2813,  6.917,  9.0, 1065., 8.37, 7.82,-0.5534,-16.48, 8.4254,-0.6054
  5921,162.3029, 27.923, 23.2, 1709., 9.07, 8.91,-0.1627,-17.94, 9.0096,-0.0996
200603,162.3212, 12.422, 17.5, 1722., 8.06, 8.48, 0.4193,-15.41, 7.9945, 0.4855
205197,162.4283, 13.828, 17.5, 1674., 6.71, 7.45, 0.7386,-12.24, 6.7264, 0.7236
208349,162.4875,  8.720, 39.7, 2947., 8.82, 8.87, 0.0456,-17.42, 8.7999, 0.0701
205198,162.5075, 13.785, 17.5, 1665., 7.80, 7.67,-0.1345,-14.90, 7.7923,-0.1223
  5948,162.6592, 15.763, 11.1, 1459., 7.56, 8.20, 0.6385,-14.85, 7.7708, 0.4292
  5959,162.8171, 27.975, 25.1, 1759.,10.17, 8.31,-1.8648,-21.30,10.3539,-2.0439
  5962,162.8100,  5.839, 11.7, 1366., 9.26, 9.08,-0.1837,-18.58, 9.2625,-0.1825
  5958,162.8158, 27.849, 19.9, 1486., 8.91, 8.43,-0.4776,-17.84, 8.9679,-0.5379
  5963,162.8500, 28.112, 21.1, 1557., 9.38, 7.82,-1.5576,-19.13, 9.4829,-1.6629
  5974,162.8963,  4.582, 25.1, 1398., 9.17, 9.44, 0.2722,-18.23, 9.1235, 0.3165
  5981,163.0163, 10.148, 41.6, 3073.,10.05,10.06, 0.0117,-20.81,10.1549,-0.0949
749323,163.0767, 27.387, 26.9, 1971., 8.00, 7.80,-0.1980,-15.33, 7.9650,-0.1650
749324,163.2475, 26.473, 24.7, 1813., 7.48, 8.27, 0.7887,-13.85, 7.3739, 0.8961
  6014,163.4279,  9.727, 11.1, 1485., 8.00, 7.97,-0.0340,-15.30, 7.9521, 0.0179
  6023,163.5875, 27.241, 22.2, 1636., 9.54, 8.99,-0.5469,-19.30, 9.5534,-0.5634
200688,164.0379,  6.173, 16.0, 1372., 8.50, 7.65,-0.8541,-15.80, 8.1513,-0.5013
202035,164.0579, 12.010, 11.1, 1336., 7.47, 7.73, 0.2583,-13.75, 7.3312, 0.3988
731533,164.1987, 26.865, 38.7, 2835., 8.17, 8.74, 0.5747,-15.81, 8.1578, 0.5822
205061,164.3638,  9.174, 41.5, 3076., 7.50, 8.25, 0.7504,-13.83, 7.3632, 0.8868
202260,164.4092, 13.978, 17.5, 1581., 7.59, 8.34, 0.7503,-13.66, 7.2979, 1.0421
205278,164.7175, 14.129, 11.1, 1029., 7.39, 7.01,-0.3775,-13.90, 7.3915,-0.3815
  6077,165.0100, 14.841, 17.5, 1773., 7.84, 9.28, 1.4429,-15.16, 7.8968, 1.3832
  6082,165.0775, 13.901, 12.0, 1038., 9.44, 7.40,-2.0431,-20.40, 9.9935,-2.5935
213235,165.1158, 11.621, 43.2, 3184., 8.17, 8.93, 0.7619,-15.91, 8.1979, 0.7321
731538,165.4413, 27.280, 38.3, 2805., 8.36, 8.64, 0.2830,-16.15, 8.2911, 0.3489
202040,165.7571,  8.048, 17.5, 1714., 7.46, 8.15, 0.6902,-13.84, 7.3672, 0.7828
  6118,165.7967, 27.972, 25.2, 1840.,10.24, 8.86,-1.3784,-21.04,10.2499,-1.3899
215256,165.8596, 16.017, 21.0, 1569., 8.18, 7.87,-0.3110,-16.07, 8.2619,-0.3919
219117,165.9446,  8.572, 17.5, 2093., 7.19, 7.69, 0.4966,-13.36, 7.1772, 0.5128
215235,165.9996, 11.347, 43.0, 3176., 8.20, 8.28, 0.0781,-15.75, 8.1326, 0.1474
  6128,166.0117, 28.037, 22.9, 1671., 9.51, 8.98,-0.5288,-19.49, 9.6268,-0.6468
210023,166.1096, 11.756, 11.1, 1126., 7.74, 7.76, 0.0183,-14.49, 7.6286, 0.1314
  6138,166.1662, 27.723, 39.3, 2876., 9.16, 9.57, 0.4099,-18.27, 9.1399, 0.4301
213757,166.4983,  7.374, 17.5, 1997., 7.69, 7.64,-0.0543,-14.69, 7.7087,-0.0687
731547,166.6267, 27.394, 40.3, 2942., 8.39, 8.72, 0.3320,-16.25, 8.3309, 0.3891
215262,166.6471, 12.230, 17.5, 1954., 6.21, 7.61, 1.3959,-11.23, 6.3222, 1.2878
749189,166.7383, 26.908, 19.8, 1464., 6.72, 7.60, 0.8793,-11.94, 6.6065, 0.9935
  6167,166.7367,  7.174, 19.8, 1773., 9.34, 8.98,-0.3594,-18.64, 9.2881,-0.3081
  6169,166.7642, 12.059, 17.5, 1899., 9.00, 8.92,-0.0802,-18.00, 9.0333,-0.1133
731550,166.7821, 28.056, 24.6, 1789., 7.93, 7.62,-0.3106,-15.27, 7.9411,-0.3211
212032,166.8071,  6.412, 39.0, 2911., 9.00, 8.91,-0.0921,-17.98, 9.0252,-0.1152
214009,167.0917,  5.891, 39.2, 2932., 8.29, 8.49, 0.1988,-15.88, 8.1841, 0.3059
210082,167.3467, 10.834, 17.5, 1906., 8.54, 8.29,-0.2500,-16.81, 8.5572,-0.2672
  6209,167.4829, 10.720, 18.1, 1935., 9.37, 8.82,-0.5504,-18.84, 9.3684,-0.5484
210111,167.6046, 10.126, 17.5, 1672., 8.13, 8.34, 0.2065,-15.67, 8.0985, 0.2415
213064,167.7271,  9.622, 17.5, 1957., 8.50, 8.42,-0.0846,-16.53, 8.4448,-0.0248
  6233,167.8679,  6.907, 26.0, 1963., 9.29, 8.50,-0.7866,-18.76, 9.3344,-0.8344
219368,168.0900, 24.077, 10.2, 1076., 5.60, 7.31, 1.7076, -9.10, 5.4700, 1.8400
  6245,168.1658,  9.056, 17.5, 1775., 9.44, 8.00,-1.4399,-19.25, 9.5331,-1.5331
  6248,168.2154, 10.200, 17.5, 1638., 7.91, 8.26, 0.3526,-14.48, 7.6245, 0.6355
213796,168.2196,  7.922, 17.5, 1768., 7.75, 7.62,-0.1296,-14.74, 7.7282,-0.1082
212097,168.2508,  7.862, 17.5, 1752., 8.78, 8.20,-0.5801,-17.31, 8.7542,-0.5542
212102,168.3021,  5.196, 38.8, 2906., 9.33, 9.32,-0.0101,-18.76, 9.3350,-0.0150
215280,168.3175, 15.407, 17.5, 1819., 7.12, 7.81, 0.6929,-12.88, 6.9845, 0.8255
215240,168.4617,  9.961, 17.5, 1962., 7.19, 7.52, 0.3310,-13.26, 7.1367, 0.3833
219197,168.4800,  4.105, 25.9, 1971., 8.50, 8.17,-0.3280,-16.72, 8.5216,-0.3516
215282,168.6050, 15.534, 11.3, 1207., 7.69, 6.94,-0.7460,-14.44, 7.6061,-0.6661
  6272,168.6542, 12.817, 10.0,  977., 9.32, 8.43,-0.8944,-19.19, 9.5073,-1.0773
202256,168.6875, 12.648, 10.0,  977., 7.18, 7.20, 0.0219,-13.41, 7.1941, 0.0059
  6277,168.7754, 14.787, 20.7, 1535., 9.78, 9.56,-0.2204,-20.05, 9.8515,-0.2915
215284,168.8850, 14.577, 19.7, 1475., 7.62, 7.59,-0.0341,-14.41, 7.5944,-0.0044
219198,169.0000,  4.876, 38.5, 2885., 7.35, 8.35, 1.0015,-13.90, 7.3902, 0.9598
212132,169.1096,  4.336, 18.6, 1465., 8.56, 8.28,-0.2756,-16.93, 8.6037,-0.3237
219199,169.1471,  4.414, 39.3, 2943., 6.53, 8.74, 2.2072,-11.98, 6.6240, 2.1160
215186,169.2550,  4.662, 24.0, 1816., 7.57, 7.56,-0.0070,-14.34, 7.5684,-0.0084
210220,169.2546, 13.099, 10.0,  934., 7.62, 7.15,-0.4712,-14.67, 7.7018,-0.5518
215241,169.2612, 10.143, 17.5, 2117., 7.68, 8.15, 0.4676,-14.35, 7.5726, 0.5774
  6306,169.3642,  4.604, 27.8, 2107., 8.10, 9.00, 0.8951, -2.18, 2.7022, 6.2978
  6305,169.3750,  4.555, 26.0, 1973., 9.93, 9.43,-0.4979,-20.38, 9.9832,-0.5532
213810,169.4413,  7.639, 40.9, 3042., 8.13, 9.09, 0.9607,-15.53, 8.0426, 1.0474
  6317,169.5363,  4.616, 35.6, 2686., 8.98, 9.10, 0.1239,-17.58, 8.8653, 0.2347
731615,169.5462, 26.387, 42.8, 3124., 8.76, 8.52,-0.2446,-17.20, 8.7122,-0.1922
214282,169.5567,  4.692, 39.8, 2983., 8.04, 8.10, 0.0571,-15.44, 8.0065, 0.0935
749431,169.5792, 25.325, 38.3, 2800., 8.11, 8.49, 0.3819,-15.37, 7.9811, 0.5089
  6328,169.7321, 13.092, 10.0, 1149., 9.93, 8.46,-1.4735,-20.66,10.0977,-1.6377
215286,169.8029, 14.328, 10.0, 1341., 5.47, 7.12, 1.6471, -9.80, 5.7518, 1.3682
202257,169.8100, 11.952, 10.7, 1209., 7.41, 7.95, 0.5355,-13.69, 7.3075, 0.6425
213074,169.8671,  9.596, 13.7, 1343., 7.55, 7.98, 0.4252,-14.02, 7.4392, 0.5408
215287,169.9379, 15.502, 17.5, 1674., 8.21, 7.74,-0.4669,-15.63, 8.0828,-0.3428
213818,170.0304,  7.336, 40.7, 3028., 8.77, 8.95, 0.1778,-17.31, 8.7563, 0.1937
  6350,170.0704, 13.587, 10.0, 1188., 8.73, 9.75, 1.0159,-18.00, 9.0328, 0.7172
  6346,170.0625, 12.989,  9.4, 1062., 9.96, 8.92,-1.0355,-20.65,10.0915,-1.1715
  6352,170.1325, 26.963, 38.0, 1812.,10.00, 9.81,-0.1859,-20.22, 9.9213,-0.1113
213927,170.3475,  6.667, 40.5, 3022., 8.40, 9.02, 0.6219,-16.05, 8.2524, 0.7676
  6387,170.5775, 13.065, 16.6, 1918., 8.75, 8.32,-0.4286,-17.15, 8.6929,-0.3729
219200,170.5833,  3.899, 22.0, 1662., 6.39, 8.06, 1.6684,-11.61, 6.4753, 1.5847
211370,170.5967, 13.078, 10.0, 1428., 7.41, 7.65, 0.2359,-13.70, 7.3135, 0.3365
213511,170.5975, 11.794, 17.5, 1919., 7.66, 7.47,-0.1893,-14.50, 7.6322,-0.1622
219201,170.6308,  5.525, 25.7, 1934., 7.38, 7.75, 0.3714,-13.62, 7.2816, 0.4684
213512,170.7112, 12.345, 17.5, 1891., 7.93, 7.96, 0.0316,-15.11, 7.8758, 0.0842
215290,170.7462, 12.461, 17.5, 1960., 6.92, 7.87, 0.9501,-12.76, 6.9372, 0.9328
213440,170.9067, 12.896, 10.0, 1012., 7.38, 6.77,-0.6057,-13.87, 7.3794,-0.6094
212915,171.0550, 26.246, 24.8, 1789., 8.23, 8.67, 0.4354,-15.62, 8.0787, 0.5913
729579,171.0721, 25.711, 25.4, 1832., 7.37, 8.50, 1.1326,-13.34, 7.1699, 1.3301
  6421,171.1079, 27.456, 25.0, 1806., 8.61, 9.14, 0.5263,-16.82, 8.5615, 0.5785
  6420,171.1092, 11.342, 16.3, 1408., 9.68, 9.45,-0.2253,-19.70, 9.7127,-0.2627
215142,171.1854, 15.276, 20.0, 1465., 8.15, 8.37, 0.2211,-15.60, 8.0706, 0.2994
214317,171.2725,  4.121, 26.2, 1980., 8.14, 8.62, 0.4751,-15.52, 8.0403, 0.5797
749435,171.2825, 25.583, 39.9, 2913., 7.57, 8.25, 0.6811,-13.88, 7.3836, 0.8664
749436,171.3496, 23.919, 17.6, 1339., 6.94, 7.80, 0.8613,-12.75, 6.9313, 0.8687
731699,171.3621, 26.347, 41.9, 3059., 8.51, 8.12,-0.3893,-16.72, 8.5199,-0.3999
214318,171.4167,  4.677, 25.1, 1887., 7.81, 7.84, 0.0311,-15.11, 7.8742,-0.0342
  6438,171.4729,  9.987, 20.4, 1508., 9.06, 8.58,-0.4780,-18.09, 9.0680,-0.4880
219119,171.5142,  8.076, 25.8, 1922., 7.55, 7.85, 0.3047,-13.91, 7.3979, 0.4521
214319,171.5346,  4.063, 25.0, 1886., 8.23, 8.10,-0.1256,-15.90, 8.1938,-0.0938
215296,171.7296, 14.834, 11.5, 1254., 6.79, 7.26, 0.4737,-12.01, 6.6351, 0.6249
210340,171.7958,  8.731, 18.0, 1400., 8.64, 8.35,-0.2891,-16.90, 8.5920,-0.2420
219202,171.7954,  5.149, 25.0, 1877., 7.37, 8.03, 0.6650,-13.81, 7.3579, 0.6721
219203,171.8704,  5.617, 25.0, 1871., 7.25, 7.67, 0.4199,-13.28, 7.1457, 0.5243
  6467,172.0458, 25.661, 49.0, 3046.,10.47, 9.40,-1.0665,-21.81,10.5572,-1.1572
  6474,172.1000,  9.407, 33.1, 2068.,10.31, 9.50,-0.8144,-21.29,10.3498,-0.8498
213939,172.1013,  6.118, 25.8, 1929., 7.99, 8.23, 0.2447,-15.33, 7.9630, 0.2670
  6493,172.3704, 24.093, 42.7, 3119.,10.03,10.00,-0.0257,-20.46,10.0156,-0.0156
  6498,172.5317,  9.277, 17.2, 1371., 8.42, 9.53, 1.1098,-16.69, 8.5060, 1.0240
212837,172.7225, 14.146, 10.7, 1222., 5.26, 7.72, 2.4592, -9.69, 5.7074, 2.0126
215303,172.7867, 13.571, 15.0, 1365., 7.43, 7.48, 0.0535,-13.93, 7.4028, 0.0772
212064,172.8421, 25.501, 43.6, 3179., 9.15, 9.35, 0.2014,-18.18, 9.1048, 0.2452
215304,173.0079, 14.611, 20.3, 1465., 8.40, 8.19,-0.2147,-16.38, 8.3825,-0.1925
215306,173.4588, 14.824, 20.4, 1469., 7.98, 7.66,-0.3179,-15.44, 8.0066,-0.3466
215248,173.4621, 14.054, 11.3, 1270., 7.19, 6.80,-0.3921,-13.32, 7.1585,-0.3585
210459,173.5804, 13.322, 21.4, 1539., 8.66, 8.71, 0.0535,-16.94, 8.6091, 0.1009
212838,173.7225, 11.019, 10.3, 1229., 6.97, 7.60, 0.6312,-12.82, 6.9601, 0.6399
213169,173.8267,  4.955, 23.9, 1776., 7.11, 8.11, 1.0014,-13.21, 7.1175, 0.9925
213155,174.2858, 13.251, 12.0, 1326., 7.38, 7.64, 0.2598,-13.30, 7.1512, 0.4888
  6599,174.4271, 24.133, 26.2, 1883., 8.65, 9.06, 0.4141,-16.91, 8.5962, 0.4638
  6605,174.5542, 12.112, 11.8, 1329., 8.70, 8.05,-0.6470,-17.27, 8.7418,-0.6918
  6626,174.9700,  8.875, 31.3, 2336., 9.43, 9.11,-0.3199,-18.96, 9.4150,-0.3050
  6633,175.0771,  9.010, 29.1, 2161.,10.02, 8.97,-1.0493,-20.60,10.0732,-1.1032
215137,175.2358, 14.075, 10.7, 1250., 7.76, 7.66,-0.1045,-14.77, 7.7399,-0.0799
  6644,175.2450, 11.471, 11.7, 1338., 9.55, 9.20,-0.3545,-19.57, 9.6592,-0.4592
  6655,175.4604, 15.973,  8.7, 1086., 8.17, 7.38,-0.7920,-15.93, 8.2045,-0.8245
  6669,175.5754, 14.995, 16.1, 1357., 7.90, 8.71, 0.8129,-14.10, 7.4711, 1.2389
212839,175.7933, 14.224, 16.3, 1357., 7.31, 8.43, 1.1233,-14.67, 7.7012, 0.7288
213333,175.8625, 11.398, 10.3, 1243., 7.63, 7.31,-0.3236,-14.42, 7.6004,-0.2904
  6747,176.6004, 13.827, 41.2, 3036., 8.50, 9.45, 0.9519,-16.34, 8.3662, 1.0838
  6782,177.2392, 23.837, 13.7,  834., 7.80, 8.56, 0.7642,-14.64, 7.6887, 0.8713
